RiboID	smPEP_ID	GeneID	TranscriptID	GeneSymbol	GeneType	StartOnTrans	StopOnTrans	TISType	TISCounts	TISPvalue	RiboPvalue
SRR618770,618771,618772,618773_alt	294230	ENSG00000263072.7	ENST00000657996.1	ZNF213-AS1	lncRNA	78	339	Novel	47	7.845947513373408e-27	5.408771491063202e-05
SRR618770,618771,618772,618773_alt	197248	ENSG00000225470.8	ENST00000666493.1	JPX	lncRNA	36	144	Novel	123	4.468100044685495e-26	0.0006985751724081
SRR618770,618771,618772,618773_alt	295698	ENSG00000197989.14	ENST00000648327.1	SNHG12	lncRNA	1349	1400	Novel	85	7.385342899752124e-26	0.0437177731826687
SRR618770,618771,618772,618773_alt	187544	ENSG00000175061.18	ENST00000582911.5	SNHG29	lncRNA	35	176	Novel	187	1.327094498519184e-25	0.001047287122457
SRR618770,618771,618772,618773_alt	187543	ENSG00000175061.18	ENST00000662869.1	SNHG29	lncRNA	18	144	Novel	187	1.327094498519184e-25	0.0336772844833339
SRR618770,618771,618772,618773_alt	149595	ENSG00000245532.9	ENST00000501122.2	NEAT1	lncRNA	90	306	Novel	32	2.05908559242566e-25	3.689435585382074e-07
SRR618770,618771,618772,618773_alt	167349	ENSG00000224870.7	ENST00000448629.6	MRPL20-AS1	lncRNA	114	303	Novel	60	2.4134520482246053e-25	0.0046865650172317
GSE58207_alt	225060	ENSG00000272888.7	ENST00000557682.6	LINC01578	lncRNA	45	90	Novel	792	2.8161123279605e-25	0.0134820595893159
SRR618770,618771,618772,618773_alt	189525	ENSG00000229807.12	ENST00000650637.1	XIST	lncRNA	115	166	Novel	43	1.0171503609872627e-24	3.8177466484589066e-05
SRR618770,618771,618772,618773_alt	196190	ENSG00000224032.7	ENST00000663232.1	EPB41L4A-AS1	lncRNA	392	461	Novel	31	1.0705109445843428e-24	0.0182662987790572
SRR618770,618771,618772,618773_alt	61969	ENSG00000267080.6	ENST00000656516.1	ASB16-AS1	lncRNA	44	329	Novel	42	3.435302286658034e-24	6.023490058428034e-07
SRR618770,618771,618772,618773_alt	141396	ENSG00000223482.8	ENST00000663113.1	NUTM2A-AS1	lncRNA	124	235	Novel	30	5.5705834180457164e-24	0.0003370322913114
SRR618770,618771,618772,618773_alt	221058	ENSG00000237298.10	ENST00000664161.1	TTN-AS1	lncRNA	104	176	Novel	30	5.5705834180457164e-24	0.0009966948420363
SRR618770,618771,618772,618773_alt	312766	ENSG00000196756.13	ENST00000658051.1	SNHG17	lncRNA	107	236	Novel	108	3.911588397428834e-23	0.0010951600556118
SRR618770,618771,618772,618773_alt	312767	ENSG00000196756.13	ENST00000668042.1	SNHG17	lncRNA	105	204	Novel	108	3.911588397428834e-23	0.0017389554766961
SRR618770,618771,618772,618773_alt	143697	ENSG00000226688.7	ENST00000671110.1	ENTPD1-AS1	lncRNA	145	181	Novel	28	1.5128880911156852e-22	0.0004606800936055
SRR618770,618771,618772,618773_alt	224731	ENSG00000245694.10	ENST00000657142.1	CRNDE	lncRNA	1387	1528	Novel	27	7.897049354584733e-22	2.1938570480057955e-08
SRR618770,618771,618772,618773_alt	215803	ENSG00000248092.8	ENST00000513560.7	NNT-AS1	lncRNA	324	501	Novel	27	7.897049354584733e-22	0.0004705156181252
SRR618770,618771,618772,618773_alt	224733	ENSG00000245694.10	ENST00000557792.2	CRNDE	lncRNA	155	302	Novel	27	7.897049354584733e-22	0.0023204923170665
SRR618770,618771,618772,618773_alt	259855	ENSG00000271853.5	ENST00000484413.5	AL162258.1	lncRNA	478	508	Novel	70	1.2406642653229779e-21	0.0027196192113733
SRR618770,618771,618772,618773_alt	194844	ENSG00000272888.7	ENST00000557682.6	LINC01578	lncRNA	136	262	Novel	37	1.5192739351271888e-21	0.0007642809919549
SRR618770,618771,618772,618773_alt	172460	ENSG00000234171.3	ENST00000664922.1	RNASEH1-AS1	lncRNA	264	354	Novel	26	4.127048963212846e-21	0.0003021230118145
SRR618770,618771,618772,618773_alt	306413	ENSG00000287190.1	ENST00000659152.1	AC239799.2	lncRNA	25	85	Novel	149	8.47529151176491e-21	0.0002621371938036
SRR618770,618771,618772,618773_alt	209621	ENSG00000234741.8	ENST00000651080.1	GAS5	lncRNA	4	157	Novel	95	1.401618649805216e-20	1.6908850970965048e-13
SRR618770,618771,618772,618773_alt	141398	ENSG00000225484.7	ENST00000619625.4	NUTM2B-AS1	lncRNA	31	142	Novel	25	2.159589759190866e-20	0.0001787318367444
SRR618770,618771,618772,618773_alt	209620	ENSG00000234741.8	ENST00000421068.5	GAS5	lncRNA	30	126	Novel	94	2.2045113450930862e-20	7.892878897024394e-05
SRR618770,618771,618772,618773_alt	294233	ENSG00000263072.7	ENST00000573447.2	ZNF213-AS1	lncRNA	90	393	Novel	47	2.848763730330731e-20	4.595629824482618e-07
SRR618770,618771,618772,618773_alt	294232	ENSG00000263072.7	ENST00000571963.5	ZNF213-AS1	lncRNA	99	306	Novel	47	2.848763730330731e-20	7.016606601266661e-07
SRR618770,618771,618772,618773_alt	294228	ENSG00000263072.7	ENST00000652946.1	ZNF213-AS1	lncRNA	72	258	Novel	47	2.848763730330731e-20	4.162168452839039e-05
SRR618770,618771,618772,618773_alt	294231	ENSG00000263072.7	ENST00000658602.1	ZNF213-AS1	lncRNA	52	262	Novel	47	2.848763730330731e-20	4.172763131503213e-05
SRR618770,618771,618772,618773_alt	294229	ENSG00000263072.7	ENST00000571449.2	ZNF213-AS1	lncRNA	80	314	Novel	47	2.848763730330731e-20	4.930895795699547e-05
SRR618770,618771,618772,618773_alt	152697	ENSG00000228065.11	ENST00000659814.1	LINC01515	lncRNA	117	171	Novel	34	5.9105114836612e-20	0.0007662784279835
SRR618770,618771,618772,618773_alt	187707	ENSG00000175061.18	ENST00000581718.6	SNHG29	lncRNA	18	51	Novel	34	5.9105114836612e-20	0.0043597824743541
SRR618770,618771,618772,618773_alt	222469	ENSG00000246067.8	ENST00000658004.1	RAB30-DT	lncRNA	31	79	Novel	34	5.9105114836612e-20	0.005395613504464
SRR618770,618771,618772,618773_alt	185422	ENSG00000255737.2	ENST00000542466.2	AGAP2-AS1	lncRNA	54	333	Novel	24	1.131630869803094e-19	3.129309299782198e-12
SRR618770,618771,618772,618773_alt	291733	ENSG00000251022.6	ENST00000504869.1	THAP9-AS1	lncRNA	83	362	Novel	88	3.342662723820304e-19	3.0075391474435885e-05
SRR618770,618771,618772,618773_alt	291731	ENSG00000251022.6	ENST00000504718.5	THAP9-AS1	lncRNA	19	250	Novel	88	3.342662723820304e-19	0.00016706144238
SRR618770,618771,618772,618773_alt	355428	ENSG00000230513.2	ENST00000452284.1	THAP7-AS1	lncRNA	90	246	Novel	23	5.9386935545322075e-19	0.0059166267487559
SRR618770,618771,618772,618773_alt	153108	ENSG00000283128.2	ENST00000635770.1	AC009403.2	lncRNA	102	195	Novel	23	5.9386935545322075e-19	0.0079813274423746
SRR618770,618771,618772,618773_alt	330324	ENSG00000250302.3	ENST00000650700.1	LINC01618	lncRNA	243	294	Novel	43	1.0454480634933754e-18	0.0478457630354007
SRR618770,618771,618772,618773_alt	61970	ENSG00000267080.6	ENST00000667684.1	ASB16-AS1	lncRNA	64	241	Novel	42	2.575370157089372e-18	0.0264513796974547
SRR618770,618771,618772,618773_alt	186360	ENSG00000245694.10	ENST00000657142.1	CRNDE	lncRNA	1438	1528	Novel	22	3.1216704966799624e-18	2.498071177076364e-05
SRR618770,618771,618772,618773_alt	324561	ENSG00000286129.1	ENST00000652112.1	AC245060.7	lncRNA	100	175	Novel	22	3.1216704966799624e-18	0.0220633862630893
SRR618770,618771,618772,618773_alt	379528	ENSG00000268362.6	ENST00000659757.1	AC092279.1	lncRNA	14	74	Novel	22	3.1216704966799624e-18	0.04335582593911
SRR618770,618771,618772,618773_alt	171300	ENSG00000267260.2	ENST00000590750.1	AC020928.1	lncRNA	24	285	Novel	30	7.859137412264213e-18	1.5497483884400576e-13
SRR618770,618771,618772,618773_alt	171301	ENSG00000267260.2	ENST00000663625.1	AC020928.1	lncRNA	52	223	Novel	30	7.859137412264213e-18	2.275294500757693e-06
SRR618770,618771,618772,618773_alt	179308	ENSG00000235823.3	ENST00000664225.1	OLMALINC	lncRNA	235	538	Novel	21	1.643836287773713e-17	0.0184957825823056
SRR618770,618771,618772,618773_alt	179309	ENSG00000235823.3	ENST00000656449.1	OLMALINC	lncRNA	376	451	Novel	21	1.643836287773713e-17	0.0250663551840475
SRR618770,618771,618772,618773_alt	179313	ENSG00000235823.3	ENST00000664516.1	OLMALINC	lncRNA	47	218	Novel	21	1.643836287773713e-17	0.0271680794345869
SRR618770,618771,618772,618773_alt	197246	ENSG00000225470.8	ENST00000663470.1	JPX	lncRNA	12	117	Novel	123	1.6830075674867046e-17	0.0026697914935322
SRR618770,618771,618772,618773_alt	271239	ENSG00000225484.7	ENST00000665716.1	NUTM2B-AS1	lncRNA	120	327	Novel	29	2.673632751205193e-17	1.37254067276041e-05
SRR618770,618771,618772,618773_alt	172214	ENSG00000243701.7	ENST00000659830.1	DUBR	lncRNA	15	90	Novel	20	8.673217486410531e-17	0.0021189738605202
SRR618770,618771,618772,618773_alt	391469	ENSG00000235437.8	ENST00000670242.1	LINC01278	lncRNA	164	290	Novel	20	8.673217486410531e-17	0.0324408945748419
GSE58207_alt	301247	ENSG00000232956.9	ENST00000577700.5	SNHG15	lncRNA	75	117	Novel	304	1.0532146435325e-16	0.0328329463970633
SRR618770,618771,618772,618773_alt	261617	ENSG00000218510.8	ENST00000452322.2	LINC00339	lncRNA	38	134	Novel	37	2.350503697964131e-16	0.0031576291666851
SRR618770,618771,618772,618773_alt	261619	ENSG00000218510.8	ENST00000404210.5	LINC00339	lncRNA	59	155	Novel	37	2.350503697964131e-16	0.0086752818487616
SRR618770,618771,618772,618773_alt	261620	ENSG00000218510.8	ENST00000641009.1	LINC00339	lncRNA	53	110	Novel	37	2.350503697964131e-16	0.0188382600474832
SRR618770,618771,618772,618773_alt	224732	ENSG00000245694.10	ENST00000668556.1	CRNDE	lncRNA	166	304	Novel	27	3.1021172998594713e-16	1.5359844387578366e-09
SRR618770,618771,618772,618773_alt	224727	ENSG00000245694.10	ENST00000613942.2	CRNDE	lncRNA	8	209	Novel	27	3.1021172998594713e-16	2.8933177858580652e-08
SRR618770,618771,618772,618773_alt	215802	ENSG00000248092.8	ENST00000606697.5	NNT-AS1	lncRNA	249	405	Novel	27	3.1021172998594713e-16	0.0018224651341856
SRR618770,618771,618772,618773_alt	220664	ENSG00000277693.2	ENST00000667012.1	AP003900.1	lncRNA	28	109	Novel	19	4.586044668408005e-16	0.0298213889153252
SRR618770,618771,618772,618773_alt	153417	ENSG00000286176.2	ENST00000665800.1	AC116317.1	lncRNA	6	51	Novel	26	1.0581372541152522e-15	0.0045327442258507
SRR618770,618771,618772,618773_alt	224874	ENSG00000237380.7	ENST00000440016.6	HOXD-AS2	lncRNA	115	292	Novel	26	1.0581372541152522e-15	0.0086839628982387
GSE58207_alt	220087	ENSG00000225733.6	ENST00000424349.1	FGD5-AS1	lncRNA	115	298	Novel	145	1.9828017689882e-15	0.0016324631872399
SRR618770,618771,618772,618773_alt	167028	ENSG00000213468.7	ENST00000649541.1	FIRRE	lncRNA	54	117	Novel	18	2.4307076226556983e-15	0.0105660425410163
SRR618770,618771,618772,618773_alt	346714	ENSG00000272752.6	ENST00000310771.8	STAG3L5P-PVRIG2P-PILRB	lncRNA	35	272	Novel	18	2.4307076226556983e-15	0.0184448806128613
SRR618770,618771,618772,618773_alt	224356	ENSG00000232098.3	ENST00000597980.1	AC012313.1	lncRNA	141	414	Novel	44	2.8386185270927385e-14	1.3149840061525753e-05
SRR618770,618771,618772,618773_alt	153619	ENSG00000274874.2	ENST00000618862.2	AC068790.8	lncRNA	182	245	Novel	63	2.8868627973806456e-14	1.3915800635719313e-08
SRR618770,618771,618772,618773_alt	295704	ENSG00000253352.9	ENST00000646496.1	TUG1	lncRNA	88	265	Novel	23	4.226790397781394e-14	0.0005320290282085
SRR618770,618771,618772,618773_alt	372632	ENSG00000196756.13	ENST00000657868.1	SNHG17	lncRNA	120	264	Novel	62	4.5562008188772656e-14	0.0008490990618903
SRR618770,618771,618772,618773_alt	197653	ENSG00000267254.7	ENST00000663523.1	ZNF790-AS1	lncRNA	10	235	Novel	16	6.885250910042564e-14	4.1984783197566185e-06
SRR618770,618771,618772,618773_alt	214423	ENSG00000268362.6	ENST00000659757.1	AC092279.1	lncRNA	124	184	Novel	16	6.885250910042564e-14	0.0006077198480877
SRR618770,618771,618772,618773_alt	214425	ENSG00000268362.6	ENST00000668701.1	AC092279.1	lncRNA	78	111	Novel	16	6.885250910042564e-14	0.0055859787227973
SRR618770,618771,618772,618773_alt	214421	ENSG00000268362.6	ENST00000662903.1	AC092279.1	lncRNA	85	142	Novel	16	6.885250910042564e-14	0.0091129714849391
SRR618770,618771,618772,618773_alt	183124	ENSG00000234171.3	ENST00000664922.1	RNASEH1-AS1	lncRNA	114	207	Novel	16	6.885250910042564e-14	0.0346392737697073
SRR618770,618771,618772,618773_alt	209623	ENSG00000234741.8	ENST00000458220.1	GAS5	lncRNA	30	192	Novel	94	8.312532964259927e-14	9.88263298790656e-08
SRR618770,618771,618772,618773_alt	143356	ENSG00000257698.2	ENST00000656617.1	GIHCG	lncRNA	300	492	Novel	30	1.3332550641779044e-13	1.5162069579612989e-06
SRR618770,618771,618772,618773_alt	143355	ENSG00000257698.2	ENST00000655884.1	GIHCG	lncRNA	278	383	Novel	30	1.3332550641779044e-13	0.0096150573628107
SRR618770,618771,618772,618773_alt	186361	ENSG00000245694.10	ENST00000668556.1	CRNDE	lncRNA	217	304	Novel	22	1.4484625173713158e-13	1.818898537649091e-06
SRR618770,618771,618772,618773_alt	186356	ENSG00000245694.10	ENST00000613942.2	CRNDE	lncRNA	59	209	Novel	22	1.4484625173713158e-13	2.0849863464307968e-05
SRR618770,618771,618772,618773_alt	223180	ENSG00000175061.18	ENST00000581718.6	SNHG29	lncRNA	105	393	Novel	22	1.4484625173713158e-13	0.0415513979436845
GSE58207_alt	145927	ENSG00000172965.16	ENST00000603827.1	MIR4435-2HG	lncRNA	1336	1495	Novel	120	2.778466446918328e-13	0.0432388199146752
SRR618770,618771,618772,618773_alt	221273	ENSG00000250337.7	ENST00000512067.5	PURPL	lncRNA	10	91	Novel	29	3.3070214337718693e-13	0.0210355376245439
SRR618770,618771,618772,618773_alt	271238	ENSG00000223482.8	ENST00000663113.1	NUTM2A-AS1	lncRNA	28	235	Novel	15	3.6822629006885873e-13	0.0003565558359975
SRR618770,618771,618772,618773_alt	160372	ENSG00000230487.8	ENST00000437964.5	PSMG3-AS1	lncRNA	216	366	Novel	15	3.6822629006885873e-13	0.0169167563318927
SRR618770,618771,618772,618773_alt	216364	ENSG00000261824.7	ENST00000666734.1	LINC00662	lncRNA	1177	1240	Novel	15	3.6822629006885873e-13	0.0254408822621286
SRR618770,618771,618772,618773_alt	202305	ENSG00000247572.8	ENST00000501927.2	CKMT2-AS1	lncRNA	61	124	Novel	15	3.6822629006885873e-13	0.0285680299959832
SRR618770,618771,618772,618773_alt	179317	ENSG00000235823.3	ENST00000669693.1	OLMALINC	lncRNA	300	375	Novel	21	4.970746279903566e-13	0.0250663551840475
SRR618770,618771,618772,618773_alt	179314	ENSG00000235823.3	ENST00000662712.1	OLMALINC	lncRNA	379	517	Novel	21	4.970746279903566e-13	0.0267757391659175
SRR618770,618771,618772,618773_alt	179315	ENSG00000235823.3	ENST00000654563.1	OLMALINC	lncRNA	379	592	Novel	21	4.970746279903566e-13	0.0274914603947782
GSE114636_2_alt	326914	ENSG00000224843.8	ENST00000668297.1	LINC00240	lncRNA	406	481	Novel	44	1.4065762537181158e-12	0.0340614587189944
SRR618770,618771,618772,618773_alt	315138	ENSG00000247134.7	ENST00000659524.1	AC090204.1	lncRNA	119	326	Novel	38	1.4532154013091609e-12	0.003188134571416
SRR618770,618771,618772,618773_alt	315139	ENSG00000247134.7	ENST00000666659.1	AC090204.1	lncRNA	64	295	Novel	38	1.4532154013091609e-12	0.0153673528975875
SRR618770,618771,618772,618773_alt	224934	ENSG00000229807.12	ENST00000429829.6	XIST	lncRNA	746	851	Novel	20	1.7084910293476376e-12	1.2216807014272074e-05
SRR618770,618771,618772,618773_alt	189583	ENSG00000269893.8	ENST00000654083.1	SNHG8	lncRNA	452	563	Novel	20	1.7084910293476376e-12	4.8547725228148864e-05
SRR618770,618771,618772,618773_alt	391468	ENSG00000235437.8	ENST00000671033.1	LINC01278	lncRNA	172	289	Novel	20	1.7084910293476376e-12	0.0218952009487417
SRR618770,618771,618772,618773_alt	391467	ENSG00000235437.8	ENST00000656953.1	LINC01278	lncRNA	17	86	Novel	20	1.7084910293476376e-12	0.0346731236376916
SRR618770,618771,618772,618773_alt	223745	ENSG00000188185.12	ENST00000340510.8	LINC00265	lncRNA	126	255	Novel	14	1.9768040032232774e-12	2.190301722771549e-06
SRR618770,618771,618772,618773_alt	141985	ENSG00000261008.7	ENST00000664155.1	LINC01572	lncRNA	56	170	Novel	14	1.9768040032232774e-12	0.0219613115813487
SRR618770,618771,618772,618773_alt	141987	ENSG00000261008.7	ENST00000666555.1	LINC01572	lncRNA	40	154	Novel	14	1.9768040032232774e-12	0.0219613115813487
SRR618770,618771,618772,618773_alt	186470	ENSG00000228192.8	ENST00000659750.1	AL512353.1	lncRNA	23	134	Novel	14	1.9768040032232774e-12	0.0301292535605498
SRR618770,618771,618772,618773_alt	141986	ENSG00000261008.7	ENST00000624829.4	LINC01572	lncRNA	17	125	Novel	14	1.9768040032232774e-12	0.0387465517109426
SRR618770,618771,618772,618773_alt	224728	ENSG00000245694.10	ENST00000660344.1	CRNDE	lncRNA	497	752	Novel	27	2.039521715281879e-12	4.271258648371558e-09
SRR618770,618771,618772,618773_alt	224730	ENSG00000245694.10	ENST00000502066.7	CRNDE	lncRNA	146	263	Novel	27	2.039521715281879e-12	7.640286444765039e-09
SRR618770,618771,618772,618773_alt	312878	ENSG00000236618.2	ENST00000425081.2	PITPNA-AS1	lncRNA	56	272	Novel	37	2.804214503942264e-12	0.0014110583632556
SRR618770,618771,618772,618773_alt	261618	ENSG00000218510.8	ENST00000416769.2	LINC00339	lncRNA	80	170	Novel	37	2.804214503942264e-12	0.0205387122716461
SRR618770,618771,618772,618773_alt	176026	ENSG00000224481.3	ENST00000653053.1	AC245100.1	lncRNA	26	140	Novel	26	5.071621115752045e-12	6.94597907439428e-06
SRR618770,618771,618772,618773_alt	145805	ENSG00000206195.11	ENST00000661115.1	DUXAP8	lncRNA	101	158	Novel	26	5.071621115752045e-12	0.0040121592495983
SRR618770,618771,618772,618773_alt	222862	ENSG00000255717.7	ENST00000660730.1	SNHG1	lncRNA	414	543	Novel	36	5.413666751522692e-12	6.780901031700479e-05
SRR618770,618771,618772,618773_alt	138648	ENSG00000260136.6	ENST00000656451.1	AC008915.2	lncRNA	70	313	Novel	13	1.0658784100006139e-11	5.104442060786883e-06
SRR618770,618771,618772,618773_alt	224226	ENSG00000285967.1	ENST00000649921.1	NIPBL-DT	lncRNA	143	269	Novel	13	1.0658784100006139e-11	0.0003448395649591
SRR618770,618771,618772,618773_alt	180446	ENSG00000228065.11	ENST00000663281.1	LINC01515	lncRNA	41	92	Novel	13	1.0658784100006139e-11	0.0013371579524159
SRR618770,618771,618772,618773_alt	175303	ENSG00000186019.11	ENST00000592946.1	AC021092.1	lncRNA	40	211	Novel	13	1.0658784100006139e-11	0.0014220912445751
SRR618770,618771,618772,618773_alt	203778	ENSG00000247516.8	ENST00000664641.1	MIR4458HG	lncRNA	178	250	Novel	13	1.0658784100006139e-11	0.009181036022796
SRR618770,618771,618772,618773_alt	268120	ENSG00000226419.8	ENST00000428411.6	SLC16A1-AS1	lncRNA	131	203	Novel	13	1.0658784100006139e-11	0.0103286384976524
SRR618770,618771,618772,618773_alt	143956	ENSG00000251003.9	ENST00000524045.6	ZFPM2-AS1	lncRNA	35	113	Novel	13	1.0658784100006139e-11	0.0104807473228525
SRR618770,618771,618772,618773_alt	156411	ENSG00000249492.2	ENST00000664081.1	AC114956.3	lncRNA	72	141	Novel	13	1.0658784100006139e-11	0.0338015803336244
SRR618770,618771,618772,618773_alt	167368	ENSG00000225548.7	ENST00000414382.5	LINC01980	lncRNA	238	280	Novel	25	1.2623678784418691e-11	0.0005376738900806
SRR618770,618771,618772,618773_alt	378936	ENSG00000255717.7	ENST00000537925.5	SNHG1	lncRNA	415	565	Novel	33	3.906972796898352e-11	2.076805188634636e-05
SRR618770,618771,618772,618773_alt	378938	ENSG00000255717.7	ENST00000661936.1	SNHG1	lncRNA	433	466	Novel	33	3.906972796898352e-11	0.0255411841225786
SRR964946_alt	201368	ENSG00000232677.8	ENST00000591372.2	LINC00665	lncRNA	111	270	Novel	46	5.371337510634813e-11	0.0001980887605602
SRR618770,618771,618772,618773_alt	223938	ENSG00000254635.6	ENST00000528337.2	WAC-AS1	lncRNA	688	730	Novel	12	5.776244445937415e-11	0.000295923802682
SRR618770,618771,618772,618773_alt	173174	ENSG00000237638.2	ENST00000653778.1	LINC02245	lncRNA	104	353	Novel	12	5.776244445937415e-11	0.0004654438252494
SRR618770,618771,618772,618773_alt	149202	ENSG00000234912.12	ENST00000647734.1	SNHG20	lncRNA	1055	1172	Novel	12	5.776244445937415e-11	0.0047083759005447
SRR618770,618771,618772,618773_alt	285148	ENSG00000257702.3	ENST00000548978.2	LBX2-AS1	lncRNA	107	362	Novel	12	5.776244445937415e-11	0.0141085834312526
SRR618770,618771,618772,618773_alt	351503	ENSG00000255198.4	ENST00000564014.1	SNHG9	lncRNA	49	100	Novel	46	6.933935199203398e-11	0.0034103107014361
